id,npcShipId,slotOrder,slotId,itemDefId,notesKo
npc_faction_cargo_ship_s_04__ARMOR,npc_faction_cargo_ship_s_04,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_04__ENGINE,npc_faction_cargo_ship_s_04,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_04__SYSTEM,npc_faction_cargo_ship_s_04,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_04__EX_01,npc_faction_cargo_ship_s_04,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_05__ARMOR,npc_faction_cargo_ship_s_05,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_05__ENGINE,npc_faction_cargo_ship_s_05,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_05__SYSTEM,npc_faction_cargo_ship_s_05,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_05__EX_01,npc_faction_cargo_ship_s_05,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_06__ARMOR,npc_faction_cargo_ship_s_06,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_06__ENGINE,npc_faction_cargo_ship_s_06,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_06__SYSTEM,npc_faction_cargo_ship_s_06,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_06__EX_01,npc_faction_cargo_ship_s_06,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_07__ARMOR,npc_faction_cargo_ship_s_07,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_07__ENGINE,npc_faction_cargo_ship_s_07,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_07__SYSTEM,npc_faction_cargo_ship_s_07,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_07__EX_01,npc_faction_cargo_ship_s_07,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_08__ARMOR,npc_faction_cargo_ship_s_08,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_08__ENGINE,npc_faction_cargo_ship_s_08,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_08__SYSTEM,npc_faction_cargo_ship_s_08,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_08__EX_01,npc_faction_cargo_ship_s_08,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_09__ARMOR,npc_faction_cargo_ship_s_09,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_09__ENGINE,npc_faction_cargo_ship_s_09,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_09__SYSTEM,npc_faction_cargo_ship_s_09,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_09__EX_01,npc_faction_cargo_ship_s_09,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_10__ARMOR,npc_faction_cargo_ship_s_10,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_10__ENGINE,npc_faction_cargo_ship_s_10,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_10__SYSTEM,npc_faction_cargo_ship_s_10,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_10__EX_01,npc_faction_cargo_ship_s_10,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_11__ARMOR,npc_faction_cargo_ship_s_11,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_11__ENGINE,npc_faction_cargo_ship_s_11,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_11__SYSTEM,npc_faction_cargo_ship_s_11,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_11__EX_01,npc_faction_cargo_ship_s_11,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_12__ARMOR,npc_faction_cargo_ship_s_12,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_12__ENGINE,npc_faction_cargo_ship_s_12,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_12__SYSTEM,npc_faction_cargo_ship_s_12,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_s_12__EX_01,npc_faction_cargo_ship_s_12,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_01__ARMOR,npc_faction_cargo_ship_w_01,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_01__ENGINE,npc_faction_cargo_ship_w_01,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_01__SYSTEM,npc_faction_cargo_ship_w_01,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_01__EX_01,npc_faction_cargo_ship_w_01,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_02__ARMOR,npc_faction_cargo_ship_w_02,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_02__ENGINE,npc_faction_cargo_ship_w_02,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_02__SYSTEM,npc_faction_cargo_ship_w_02,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_02__EX_01,npc_faction_cargo_ship_w_02,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_03__ARMOR,npc_faction_cargo_ship_w_03,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_03__ENGINE,npc_faction_cargo_ship_w_03,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_03__SYSTEM,npc_faction_cargo_ship_w_03,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_03__EX_01,npc_faction_cargo_ship_w_03,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_04__ARMOR,npc_faction_cargo_ship_w_04,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_04__ENGINE,npc_faction_cargo_ship_w_04,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_04__SYSTEM,npc_faction_cargo_ship_w_04,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_04__EX_01,npc_faction_cargo_ship_w_04,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_05__ARMOR,npc_faction_cargo_ship_w_05,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_05__ENGINE,npc_faction_cargo_ship_w_05,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_05__SYSTEM,npc_faction_cargo_ship_w_05,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_05__EX_01,npc_faction_cargo_ship_w_05,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_06__ARMOR,npc_faction_cargo_ship_w_06,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_06__ENGINE,npc_faction_cargo_ship_w_06,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_06__SYSTEM,npc_faction_cargo_ship_w_06,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_06__EX_01,npc_faction_cargo_ship_w_06,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_07__ARMOR,npc_faction_cargo_ship_w_07,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_07__ENGINE,npc_faction_cargo_ship_w_07,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_07__SYSTEM,npc_faction_cargo_ship_w_07,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_07__EX_01,npc_faction_cargo_ship_w_07,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_08__ARMOR,npc_faction_cargo_ship_w_08,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_08__ENGINE,npc_faction_cargo_ship_w_08,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_08__SYSTEM,npc_faction_cargo_ship_w_08,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_08__EX_01,npc_faction_cargo_ship_w_08,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_09__ARMOR,npc_faction_cargo_ship_w_09,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_09__ENGINE,npc_faction_cargo_ship_w_09,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_09__SYSTEM,npc_faction_cargo_ship_w_09,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_09__EX_01,npc_faction_cargo_ship_w_09,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_10__ARMOR,npc_faction_cargo_ship_w_10,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_10__ENGINE,npc_faction_cargo_ship_w_10,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_10__SYSTEM,npc_faction_cargo_ship_w_10,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_10__EX_01,npc_faction_cargo_ship_w_10,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_11__ARMOR,npc_faction_cargo_ship_w_11,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_11__ENGINE,npc_faction_cargo_ship_w_11,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_11__SYSTEM,npc_faction_cargo_ship_w_11,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_11__EX_01,npc_faction_cargo_ship_w_11,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_12__ARMOR,npc_faction_cargo_ship_w_12,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_12__ENGINE,npc_faction_cargo_ship_w_12,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_12__SYSTEM,npc_faction_cargo_ship_w_12,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_faction_cargo_ship_w_12__EX_01,npc_faction_cargo_ship_w_12,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_solar_guard_1__ARMOR,npc_solar_guard_1,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_solar_guard_1__ENGINE,npc_solar_guard_1,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_solar_guard_1__SYSTEM,npc_solar_guard_1,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_solar_guard_1__EX_01,npc_solar_guard_1,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_solar_guard_2__ARMOR,npc_solar_guard_2,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_solar_guard_2__ENGINE,npc_solar_guard_2,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_solar_guard_2__SYSTEM,npc_solar_guard_2,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_solar_guard_2__EX_01,npc_solar_guard_2,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_guard_1__ARMOR,npc_vega_guard_1,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_guard_1__ENGINE,npc_vega_guard_1,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_guard_1__SYSTEM,npc_vega_guard_1,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_guard_1__EX_01,npc_vega_guard_1,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_guard_2__ARMOR,npc_vega_guard_2,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_guard_2__ENGINE,npc_vega_guard_2,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_guard_2__SYSTEM,npc_vega_guard_2,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_guard_2__EX_01,npc_vega_guard_2,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_test_ship_a__ARMOR,npc_vega_test_ship_a,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_test_ship_a__ENGINE,npc_vega_test_ship_a,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_test_ship_a__SYSTEM,npc_vega_test_ship_a,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_test_ship_a__EX_01,npc_vega_test_ship_a,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
npc_vega_test_ship_b__ARMOR,npc_vega_test_ship_b,1,ARMOR,,NPC 장비슬롯 1/4 · itemDefId 비우면 미장착
npc_vega_test_ship_b__ENGINE,npc_vega_test_ship_b,2,ENGINE,,NPC 장비슬롯 2/4 · itemDefId 비우면 미장착
npc_vega_test_ship_b__SYSTEM,npc_vega_test_ship_b,3,SYSTEM,,NPC 장비슬롯 3/4 · itemDefId 비우면 미장착
npc_vega_test_ship_b__EX_01,npc_vega_test_ship_b,4,EX_01,,NPC 장비슬롯 4/4 · itemDefId 비우면 미장착
